"2026年08月14日更新"
"変電所No","変電所名","一次 電圧（kV）","二次 電圧（kV）","台数","設備容量（100%×台数）","運用容量値（MW）","運用容量制約要因","予想潮流","当該設備 空容量（MW）","上位系等考慮 空容量（MW）","N-1電制適用可否","N-1電制適用可能量","平常時出力制御の可能性","当該設備 平常時出力制御の可能性がある設備","上位系設備 平常時出力制御の可能性がある設備","備　考"
"京EW","千束","33","6.6","1","5","5","熱容量","ー","0","0","不可 ＃２","－","ー","ー","ー","※１"
"京EX","大布施","33","6.6","1","2","2","熱容量","ー","2","0","不可 ＃２","－","ー","ー","ー","※１"
"京EY","下中","33","6.6","1","2","2","熱容量","ー","2","0","不可 ＃２","－","ー","ー","ー","※１"
"京EZ","比賀江","33","6.6","1","2","2","熱容量","ー","1","0","不可 ＃２","－","ー","ー","ー","※１"
"京FA","胡麻","33","6.6","1","2","2","熱容量","ー","0","0","不可 ＃２","－","ー","ー","ー","※１"
"京FB","坂井","33","6.6","1","2","2","熱容量","ー","0","0","不可 ＃２","－","ー","ー","ー","※１"
"京FC","桧山","33","6.6","1","5","5","熱容量","ー","0","0","不可 ＃２","－","ー","ー","ー","※１"
"京FD","実勢","33","6.6","1","2","2","熱容量","ー","0","0","不可 ＃２","－","ー","ー","ー","※１"
"京FE","殿田","33","6.6","1","2","2","熱容量","ー","2","0","不可 ＃２","－","ー","ー","ー","※１"
"京FF","熊田","33","6.6","1","2","2","熱容量","ー","2","0","不可 ＃２","－","ー","ー","ー","※１"
"京FG","細野","33","6.6","1","2","2","熱容量","ー","2","0","不可 ＃２","－","ー","ー","ー","※１"
"京FH","船岡","33","6.6","1","2","2","熱容量","ー","1","0","不可 ＃２","－","ー","ー","ー","※１"
"京FI","野村","22","6.6","1","5","5","熱容量","ー","5","5","不可 ＃２","－","ー","ー","ー","※１"
"京FJ","鞍馬","22","6.6","1","2","2","熱容量","ー","2","2","不可 ＃２","－","ー","ー","ー","※１"
"京FK","静市","22","6.6","1","2","2","熱容量","ー","2","2","不可 ＃２","－","ー","ー","ー","※１"
"京FL","北広瀬","33","6.6","1","5","5","熱容量","ー","3","0","不可 ＃２","－","ー","ー","ー","※１"
"京FM","八瀬","22","6.6","1","5","5","熱容量","ー","5","5","不可 ＃２","－","ー","ー","ー","※１"
"京FN","千代川","33","6.6","1","5","5","熱容量","ー","5","5","不可 ＃２","－","ー","ー","ー","※１"
"京FO","池尻","33","6.6","1","2","2","熱容量","ー","2","2","不可 ＃２","－","ー","ー","ー","※１"
"京FP","河原林","33","6.6","1","2","2","熱容量","ー","2","2","不可 ＃２","－","ー","ー","ー","※１"
"京FQ","大井北","33","6.6","1","5","5","熱容量","ー","4","4","不可 ＃２","－","ー","ー","ー","※１"
"京FR","湯の花","33","6.6","1","2","2","熱容量","ー","1","1","不可 ＃２","－","ー","ー","ー","※１"
"京FS","加舎の里","33","6.6","1","2","2","熱容量","ー","1","1","不可 ＃２","－","ー","ー","ー","※１"
"京FT","笑路","22","6.6","1","2","2","熱容量","ー","1","0","不可 ＃２","－","ー","ー","ー","※１"
"京FU","東別","33","6.6","1","5","5","熱容量","ー","3","3","不可 ＃２","－","ー","ー","ー","※１"
"京FV","西別院","22","6.6","1","2","2","熱容量","ー","1","0","不可 ＃２","－","ー","ー","ー","※１"
"京FW","湯谷","33","6.6","1","2","2","熱容量","ー","2","2","不可 ＃２","－","ー","ー","ー","※１"
"京FX","宝山","33","6.6","1","2","2","熱容量","ー","0","0","不可 ＃２","－","ー","ー","ー","※１"
"京FY","岩山","22","6.6","1","5","5","熱容量","ー","2","2","不可 ＃２","－","ー","ー","ー","※１"
"京FZ","緑苑坂","22","6.6","1","5","5","熱容量","ー","2","2","不可 ＃２","－","ー","ー","ー","※１"
"京GA","奥山田","22","6.6","1","2","2","熱容量","ー","0","0","不可 ＃２","－","ー","ー","ー","※１"
"京GB","立川第１","22","6.6","1","5","5","熱容量","ー","4","4","不可 ＃２","－","ー","ー","ー","※１"
"京GC","立川第２","22","6.6","1","5","5","熱容量","ー","5","5","不可 ＃２","－","ー","ー","ー","※１"
"京GD","立川第３","22","6.6","1","5","5","熱容量","ー","5","5","不可 ＃２","－","ー","ー","ー","※１"
"京GE","郷ノ口","22","6.6","1","5","5","熱容量","ー","0","0","不可 ＃２","－","ー","ー","ー","※１"
"京GF","東和束","33","6.6","1","2","2","熱容量","ー","2","2","不可 ＃２","－","ー","ー","ー","※１"
"京GG","神定","33","6.6","1","5","5","熱容量","ー","5","5","不可 ＃２","－","ー","ー","ー","※１"
"京GH","園","33","6.6","1","2","2","熱容量","ー","2","2","不可 ＃２","－","ー","ー","ー","※１"
"京GI","童仙房","33","6.6","1","2","2","熱容量","ー","1","1","不可 ＃２","－","ー","ー","ー","※１"
"京GJ","中和束","33","6.6","1","2","2","熱容量","ー","2","2","不可 ＃２","－","ー","ー","ー","※１"
"京GK","杣田","33","6.6","1","5","5","熱容量","ー","5","5","不可 ＃２","－","ー","ー","ー","※１"
"京GL","和束","33","6.6","1","2","2","熱容量","ー","2","2","不可 ＃２","－","ー","ー","ー","※１"
"京GM","河原","33","6.6","1","2","2","熱容量","ー","2","2","不可 ＃２","－","ー","ー","ー","※１"
"京GN","三升","33","6.6","1","2","2","熱容量","ー","2","0","不可 ＃２","－","ー","ー","ー","※１"
"京GO","高尾","22","6.6","1","2","2","熱容量","ー","2","0","不可 ＃２","－","ー","ー","ー","※１"
"京GP","田山","22","6.6","1","2","2","熱容量","ー","2","0","不可 ＃２","－","ー","ー","ー","※１"
"京GQ","碇","33","6.6","1","2","2","熱容量","ー","2","2","不可 ＃２","－","ー","ー","ー","※１"
"京GR","わらび","33","6.6","1","5","5","熱容量","ー","0","0","不可 ＃２","－","ー","ー","ー","※１"
"京GS","立川第４","22","6.6","1","5","5","熱容量","ー","3","0","不可 ＃２","－","ー","ー","ー","※１"
"京GT","経ヶ岬","33","6.6","1","2","2","熱容量","ー","2","2","不可 ＃２","－","ー","ー","ー","※１"
"京GU","学研木津","77","6.6","1","19","19","熱容量","－","11","11","不可 ＃２","－","有","ー","対象","※１"
"京GV","みずほ","33","6.6","1","5","5","熱容量","ー","2","0","不可 ＃２","－","ー","ー","ー","※１"
"京GW","土ケ畑","33","6.6","1","2","2","熱容量","ー","0","0","不可 ＃２","－","ー","ー","ー","※１"
"京GX","アネックス三和","33","6.6","1","2","2","熱容量","ー","2","0","不可 ＃２","－","ー","ー","ー","※１"
"神A","佐治","33","6.6","2","19","19","熱容量","－","0","0","不可 ＃２","－","有","－","対象","※１"
"神B","市島","77","6.6","1","19","19","熱容量","－","9","7","不可 ＃２","－","－","－","－","※１"
"神C","春日部","33","6.6","2","19","19","熱容量","－","0","0","不可 ＃２","－","有","－","対象","※１"
"神D","黒井","77","6.6","2","19","19","熱容量","－","2","2","不可 ＃２","－","－","－","－","※１"
"神E","氷上","77","6.6","3","38","38","熱容量","－","4","4","不可 ＃２","－","－","－","－","※１"
"神F","柏原","77","6.6","2","28","28","熱容量","－","6","6","不可 ＃２","－","－","－","－","※１"
"神F","柏原","77","33","2","28","28","熱容量","-16","ー","ー","不可 ＃１","－","－","－","－","※１"
"神G","山南町","77","6.6","3","28","28","熱容量","－","0","0","不可 ＃２","－","有","－","対象","※１"
"神H","篠山","22","6.6","2","19","19","熱容量","－","7","0","不可 ＃２","－","有","－","対象","※１"
"神I","丹南","77","6.6","2","19","19","熱容量","－","7","0","不可 ＃２","－","有","－","対象","※１"
"神I","丹南","77","22","3","85","59","熱容量","-6","ー","ー","可","26","有","－","対象","※２、３"
"神J","広野","77","6.6","2","36","36","熱容量","－","4","0","不可 ＃２","－","有","－","対象","※１"
"神K","沢谷","77","6.6","2","38","38","熱容量","－","10","0","不可 ＃２","－","有","－","対象","※１"
"神K","沢谷","77","22","2","57","57","熱容量","-31","ー","ー","不可 ＃１","－","有","－","対象","※１"
"神L","ゆりのき台","77","6.6","2","38","38","熱容量","－","19","0","不可 ＃２","－","有","－","対象","※１"
"神M","弥生が丘","77","6.6","2","19","19","熱容量","－","8","0","不可 ＃２","－","有","－","対象","※１"
"神N","三田","77","6.6","2","38","38","熱容量","－","19","0","不可 ＃２","－","有","－","対象","※１"
"神N","三田","77","22","2","57","57","熱容量","-13","ー","ー","不可 ＃１","－","有","－","対象","※１"
"神O","鹿の子台","77","6.6","2","38","38","熱容量","－","17","0","不可 ＃２","－","有","－","対象","※１"
"神O","鹿の子台","77","22","2","57","57","熱容量","1","ー","ー","不可 ＃１","－","有","－","対象","※１"
"神P","藤原台","77","6.6","2","19","19","熱容量","－","8","0","不可 ＃２","－","有","－","対象","※１"
"神Q","山口","22","6.6","2","15","15","熱容量","－","5","0","不可 ＃２","－","有","－","対象","※１"
"神S","有野","77","6.6","2","38","38","熱容量","－","11","0","不可 ＃２","－","有","－","対象","※１"
"神T","大池","22","6.6","2","11","11","熱容量","－","5","0","不可 ＃２","－","有","－","対象","※１"
"神U","一庫","77","6.6","2","33","33","熱容量","－","9","9","不可 ＃２","－","－","－","－","※１"
"神U","一庫","77","22","2","28","28","熱容量","-5","ー","ー","不可 ＃１","－","－","－","－","※１"
"神V","山下","77","6.6","2","38","38","熱容量","－","16","16","不可 ＃２","－","－","－","－","※１"
"神W","多田","77","6.6","2","40","40","熱容量","－","19","0","不可 ＃２","－","有","－","対象","※１"
"神W","多田","77","22","2","57","57","熱容量","-5","ー","ー","不可 ＃１","－","有","－","対象","※１"
"神X","川西","77","6.6","2","38","38","熱容量","－","19","0","不可 ＃２","－","有","－","対象","※１"
"神X","川西","77","22","2","28","28","熱容量","0","ー","ー","不可 ＃１","－","有","－","対象","※１"
"神Y","中山寺","77","6.6","2","38","38","熱容量","－","19","0","不可 ＃２","－","有","－","対象","※１"
"神Z","生瀬","22","6.6","2","11","11","熱容量","－","0","0","不可 ＃２","－","有","－","対象","※１"
"神AA","山本","77","6.6","2","38","38","熱容量","－","18","0","不可 ＃２","－","有","－","対象","※１"
"神AB","久代","77","6.6","2","38","38","熱容量","－","19","0","不可 ＃２","－","有","－","対象","※１"
"神AC","宝塚","77","6.6","3","47","47","熱容量","－","9","0","不可 ＃２","－","有","－","対象","※１"
"神AC","宝塚","77","22","2","57","57","熱容量","-6","ー","ー","不可 ＃１","－","有","－","対象","※１"
"神AD","安倉","77","6.6","3","57","57","熱容量","－","19","0","不可 ＃２","－","有","－","対象","※１"
"神AE","仁川","77","6.6","3","66","66","熱容量","－","19","0","不可 ＃２","－","有","－","対象","※１"
"神AF","昆陽","77","6.6","2","38","38","熱容量","－","19","0","不可 ＃２","－","有","－","対象","※１"
"神AF","昆陽","77","22","2","57","57","熱容量","1","ー","ー","不可 ＃１","－","有","－","対象","※２、３"
"神AG","千僧","77","6.6","3","47","47","熱容量","－","9","0","不可 ＃２","－","有","－","対象","※１"
"神AH","東伊丹","77","6.6","2","36","36","熱容量","－","17","0","不可 ＃２","－","有","－","対象","※１"
"神AH","東伊丹","77","22","2","99","99","熱容量","2","ー","ー","不可 ＃１","－","有","－","対象","※１"
"神AI","口酒井","77","6.6","2","38","38","熱容量","－","18","0","不可 ＃２","－","有","－","対象","※１"
"神AJ","稲野","77","6.6","2","36","36","熱容量","－","17","0","不可 ＃２","－","有","－","対象","※１"
"神AK","椎堂","77","6.6","2","38","38","熱容量","－","19","0","不可 ＃２","－","有","－","対象","※１"
"神AL","園田","77","6.6","2","34","34","熱容量","－","17","0","不可 ＃２","－","有","－","対象","※１"
"神AM","塚口","77","6.6","2","38","38","熱容量","－","19","0","不可 ＃２","－","有","－","対象","※１"
"神AN","神崎","77","6.6","2","38","38","熱容量","－","19","0","不可 ＃２","－","有","－","対象","※１"
"神AN","神崎","77","22","3","85","59","熱容量","2","ー","ー","可","26","有","－","対象","※２、３"
"神AO","潮江","77","6.6","2","36","36","熱容量","－","17","0","不可 ＃２","－","有","－","対象","※１"
"神AO","潮江","77","22","2","57","57","熱容量","2","ー","ー","不可 ＃１","－","有","－","対象","※１"
"神AP","杭瀬","77","6.6","3","61","61","熱容量","－","14","0","不可 ＃２","－","有","－","対象","※１"
"神AP","杭瀬","77","22","1","28","28","熱容量","1","ー","ー","不可 ＃１","－","有","－","対象","※１"
"神AQ","名神町","77","6.6","2","36","36","熱容量","－","17","0","不可 ＃２","－","有","－","対象","※１"
"神AR","立花","77","6.6","3","61","61","熱容量","－","14","0","不可 ＃２","－","有","－","対象","※１"
"神AR","立花","77","22","2","57","57","熱容量","1","ー","ー","不可 ＃１","－","有","－","対象","※１"
"神AS","尼崎","77","6.6","2","36","36","熱容量","－","17","0","不可 ＃２","－","有","－","対象","※１"
"神AT","南尼崎","77","6.6","2","36","36","熱容量","－","17","0","不可 ＃２","－","有","－","対象","※１"
"神AU","大浜","77","6.6","3","64","64","熱容量","－","19","0","不可 ＃２","－","有","－","対象","※１"
"神AU","大浜","77","22","1","28","28","熱容量","3","ー","ー","不可 ＃１","－","有","－","対象","※１"
"神AV","尼東","77","22","2","57","31","熱容量","-3","ー","ー","可","26","有","－","対象","※３"
"神AW","向島","77","6.6","2","19","19","熱容量","－","6","0","不可 ＃２","－","有","－","対象","※１"
"神AX","前浜","77","6.6","2","54","54","熱容量","－","26","0","不可 ＃２","－","有","－","対象","※１"
"神AX","前浜","77","22","2","57","57","熱容量","-5","ー","ー","不可 ＃１","－","有","－","対象","※１"
"神AY","北鳴尾","77","6.6","2","36","36","熱容量","－","17","0","不可 ＃２","－","有","－","対象","※１"
"神AZ","北立花","77","6.6","2","38","38","熱容量","－","19","0","不可 ＃２","－","有","－","対象","※１"
"神BA","武庫","77","6.6","3","52","52","熱容量","－","14","0","不可 ＃２","－","有","－","対象","※１"
"神BB","甲東園","77","6.6","2","38","38","熱容量","－","19","0","不可 ＃２","－","有","－","対象","※１"
"神BC","広田","77","6.6","3","55","55","熱容量","－","17","0","不可 ＃２","－","有","－","対象","※１"
"神BC","広田","77","22","2","57","31","熱容量","4","ー","ー","可","26","有","－","対象","※３"
